event_id,division_guess,mirror_places_detected,mirror_max_place_detected
1208064566,"NET: Singles, Doubles, ""Winnipeg Doubles"". FREESTYLE: Routines, Shred 30, Rippin' Run",9,5
1208345952,Mixed Doubles Net,5,5
1208345952,Open Doubles Net,12,12
1208345952,Open Singles Net,21,21
1208408135,Inter Shred30,12,3
1208408135,Open Shred30,8,3
1208408135,planetfootbag animation challenge,3,3
1212037483,"Mixed Doubles - Depending on the start time and the # of teams, the format will be decided",1,9
1212406878,3. Lino Landau / Marc Brunet,5,8
1212406878,All Net and Freestyle event,4,5
1212406878,En double net,2,2
1212406878,En single net,13,13
1212406878,en single Freestyle,1,1
1216058526,3pm -Pro Singles Freestyle Finals,1,50
1216058526,AMATEUR SINGLES NET -Prizes,7,7
1216058526,"Freestyle Shred, Service Poaching",8,8
1216058526,MASTERS SINGLES NET- Prizes,8,8
1216058526,PRO DOUBLES NET,9,9
1216058526,PRO SINGLE NET,9,9
1216849705,Freestyle Best 3,5,5
1216849705,Freestyle Big 1,5,5
1216849705,Freestyle Circle Competition,5,5
1216849705,Golf,5,5
1216849705,Net Doubles,3,3
1216849705,Net Singles,6,6
1216849705,Open Circle Contest,8,5
1216849705,Results for Texas Statewide Tournament (2008) Open Sick 3-Trick,10,5
1218721346,Casual footbag net games all day long,8,8
1219405634,Circle Contest,26,9
1219405634,Doubles Freestyle Routines,3,3
1219405634,Golf,31,22
1219405634,Intermediate Freestyle Routines,4,4
1219405634,Open Circle Contest,31,24
1219405634,Open Doubles Net,3,3
1219405634,Open Freestyle Routines,23,22
1219405634,Open GOlf,6,5
1219405634,Open Shred:30,13,13
1219405634,Open Sick 3-Trick,2,2
1219405634,Open Single Net,3,3
1219405634,Shred30,13,13
1219405634,Woman Freestyle Routines,5,5
1220466807,Open Circle Contest,4,4
1220466807,"all categories, events and divisions of freestyle",6,6
1220466807,circle,3,7990
1220466807,circle freestyle,4,4
1220466807,doubles net,11,6
1220466807,singles net,17,9
1220466807,singles routines freestyle,6,6
1220519679,Mixed doubles net,3,3
1220519679,Open singles net,18,18
1221077830,NET GAME,1,44147
1221506867,Open Doubles Net,10,10
1222687523,11. Marc Brunet / Lino Landau,16,27
1222687523,34. Marc Brunet (sratch,3,37
1222687523,Circle Contest,4,4
1222687523,Events: Freestyle and Net,15,10
1222687523,Intermediate Singles Net,8,8
1222687523,Mixed Doubles Net,7,7
1222687523,NET GAME,1,1
1222687523,Open Circle Contest,4,4
1222687523,Open Doubles Freestyle,4,4
1222687523,Open Doubles Net,10,10
1222687523,Open Shred:30,10,10
1222687523,Open Sick 3-Trick,15,8
1222687523,Open Singles Freestyle,12,12
1222687523,Open Singles Net,33,33
1222687523,Shred 30,10,10
1222687523,Sick 3,15,8
1222687523,Women Singles Freestyle,3,2
1222687523,Women Singles Net,4,4
1223307279,Novice Tricks & Consecutives Challenge,1,2233
1224962900,Circle Contest,3,3
1224962900,Doubles Freestyle,3,3
1224962900,Doubles Net,3,3
1224962900,Footbag Golf,3,3
1224962900,Golf,27,19
1224962900,Intermediate Freestyle,3,3
1224962900,Open Circle Contest,6,3
1224962900,Open Freestyle,20,14
1224962900,Open Shred:30,3,3
1224962900,Open Sick 3-Trick,3,3
1224962900,Request Contest,7,3
1224962900,Shred30,9,3
1224962900,Singles Net,3,3
1224962900,Women Freestyle,3,3
1225370942,Open Cash Game Golf,3,3
1225370942,Open Double Net,22,22
1226205667,Circle,13,7
1226205667,Intermediate Doubles,5,5
1226205667,Open Circle Contest,36,29
1226205667,Open Doubles,29,15
1226205667,Open Sick 3-Trick,13,7
1226205667,Sick 3,22,7
1226205667,intermediate sick-3/big-trick/circle contest,6,6
1226378339,3pm-4pm: Doubles Final,1,4500
1226378339,Open Doubles Net Results,8,5
1226378339,Open Singles Net Results,8,9
1226549669,Open Doubles Rankings,25,15
1226679678,23. Lino Landau / Marc Brunet,19,42
1226679678,57. Marc Brunet,15,72
1226679678,57. Marc Brunet (France,29,72
1226679678,Intermediate Doubles Net,3,3
1226679678,Intermediate Singles Freestyle,8,8
1226679678,Intermediate Singles Net,3,3
1226679678,Master&#65533;s Doubles Net,4,4
1226679678,Master&#65533;s Singles Net,7,7
1226679678,Mixed Doubles Net,16,16
1226679678,Open Doubles Freestyle,6,6
1226679678,Open Doubles Net,22,22
1226679678,Open Golf,14,11
1226679678,Open Mixed Doubles Freestyle,7,7
1226679678,Open Request Contest,10,5
1226679678,Open Shred:30,22,11
1226679678,Open Singles Freestyle,8,8
1226679678,Open Singles Net,56,56
1226679678,Results for 30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS (2009) Open Singles Net,56,56
1226679678,Women&#65533;s Doubles Net,6,6
1226679678,Women&#65533;s Singles Net,10,10
1226679678,Women's Open Shred:30,5,5
1226679678,Women's Open Singles Freestyle,6,6
1226679678,Women's Shred:30,13,5
1226938152,Circle Competition,4,4
1226938152,"Doubles Net, Freestyle Routines, Shred30 and Circle",6,6
1226938152,Freestyle Routines,6,6
1226938152,Open Circle Contest,4,4
1226938152,Open Doubles Net,12,12
1226938152,Open Shred:30,7,7
1226938152,Shred30,7,7
1227800669,NET GAME,1,1
1228946926,CFA Shred,11,11
1228946926,Freestyle,9,11
1228946926,Sick 3,15,9
1229435305,Doubles,7,7
1229435305,NET GAME,1,2009
1229435305,_NO_DIVISION_DETECTED,1,2009
1229435305,"finals court to the North side of the front circle, where we saw an",11,11
1230850031,Net single open and intermediate,18,12
1231286017,INTERMEDIATE DOUBLES NET: 4 teams,4,4
1231286017,INTERMEDIATE SINGLES NET: 6 players,6,6
1231286017,MIXED DOUBLES NET: 10 teams,10,10
1231286017,Net pick-up games at site to be determined. Contact Chris Siebert for info,1,3550
1231286017,OPEN DOUBLES NET: 7 teams,7,7
1231286017,OPEN SINGLES NET: 8 players,8,7
1231286017,WOMEN'S DOUBLES NET: 4 teams,4,4
1231352370,Freestyle to hold a footbag demonstration for kids and their families at the,1,14
1231432184,Intermediate Freestyle,3,3
1231432184,Open Doubles Freestyle,3,3
1231432184,Open Singles Freestyle,12,24
1231432184,Singles Freestyle,30,24
1232474501,"For more info on freestyle, contact Steve Goldberg or Jeremy Mirken",2,444
1232474501,Mixed Doubles Net,3,3
1232474501,NET GAME,1,2009
1232474501,Open Doubles Net,21,21
1232474501,Open Singles Net,30,30
1232474501,_NO_DIVISION_DETECTED,1,2009
1233299407,Caro Courgoin is the 2009 US Open Women's Circle Champion,3,3
1233299407,"On Monday July 13th, we have our annual ""Water Temple Shred",1,1550
1233299407,Open Circle,4,4
1233299407,Open Circle Contest,13,9
1233299407,Open Sick 3-Trick,3,3
1233299407,Request Competition,3,3
1233299407,Results for U.S. Open Freestyle Footbag Championships (2009) Open Singles Routines,10,9
1233299407,Scott Bevier is the 2009 US Open Freestyle Footbag Champion,5,3
1233299407,Shawnell Tolliver is the 2009 US Open Women's Freestyle Footbag Champion,4,4
1233299407,Women's Circle,3,3
1233299407,sport of freestyle footbag. This year the event will be hosted at the,1,16400
1233718528,"Circle Contest, Shred Battle, Footbag Golf",7,7
1233718528,Open Circle Contest,1,1
1233718528,Open Shred:30,3,3
1233718528,Open Sick 3-Trick,6,6
1234761224,Intermediate Doubles,2,2
1234761224,Open Doubles,9,9
1235149093,1. Lino Landau / Marc Brunet II,14,5
1235149093,13. Marc Brunet,27,22
1235149093,17h00 Singles Net finals,2,75013
1235149093,2. Lino Landau / Marc Brunet,11,13
1235149093,4. Lino Landau / Marc Brunet,18,13
1235149093,Initial seeding Open Doubles Net,1,1
1235149093,Initial seeding Open Singles Net,12,12
1235149093,Lino Landau / Marc Brunet,3,3
1235149093,NET GAME,1,1
1235149093,Results Mixed Doubles Net,6,3
1235149093,Results Open Circle,5,5
1235149093,Results Open Doubles Net,6,3
1235149093,Results Open Singles Net,24,12
1235253768,NET GAME,1,2009
1235253768,_NO_DIVISION_DETECTED,1,2009
1235253768,speed consecutives,5,5
1235504528,Open Doubles Net (pro or amateur,10,10
1235653935,"123 meters), and also for the DST Footbag Club, founded by the Doubles",1,1
1235653935,Intermediate Doubles Net,3,3
1235653935,Intermediate Singles Freestyle,4,4
1235653935,Intermediate Singles Net,3,3
1235653935,Open Circle Contest,42,21
1235653935,Open Doubles Freestyle,6,6
1235653935,Open Doubles Net,15,15
1235653935,Open Mixed Doubles Freestyle,3,3
1235653935,Open Mixed Doubles Net,6,6
1235653935,Open Request Contest,3,3
1235653935,Open Shred:30,8,8
1235653935,Open Shred:30 Final,8,8
1235653935,Open Sick 3-Trick,3,3
1235653935,Open Sick 3-Trick Final,3,3
1235653935,Open Singles Freestyle,22,21
1235653935,Open Singles Golf,4,2009
1235653935,Open Singles Net,23,23
1235653935,Women's Doubles Net,3,3
1235653935,Women's Singles Freestyle,7,7
1235653935,Women's Singles Net,4,4
1235653935,http://eurosfootbag09.strzelin.net,29,21
1237771561,Open Circle Contest,10,7
1237771561,Results for IFPA's Montreal Open 09 : Footbag Freestyle (2009) Open Singles Routines,4,4
1238728089,NET GAME,1,2009
1238728089,_NO_DIVISION_DETECTED,1,2009
1239721441,Circle Contest,11,4
1239721441,Request Contest,3,3
1239721441,Sick 3,10,10
1240469006,Mixed Doubles Net,4,4
1240469006,Open Doubles Net,11,11
1240469006,Open Singles Net,9,9
1241011525,12 Marc Brunet,11,23
1241011525,4 Lino Landau Marc Brunet,11,15
1241011525,All Net and Freestyle event,7,7
1241011525,Mixed Doubles Net,4,4
1241011525,NET GAME,1,2009
1241011525,Open Doubles Net,3,3
1241011525,Open Singles Net,11,11
1241011525,Singles Freestyle,7,7
1241011525,Women?s Singles Net,2,2
1241011525,_NO_DIVISION_DETECTED,1,2009
1241031822,Circle,15,8
1241031822,Freestyle & Net & Kicking,10,7
1241031822,Net Doubles,5,5
1242210886,Open doubles net,10,10
1242210886,Open singles net,12,12
1244553505,Doubles net,9,9
1244553505,Request Contest,2,2
1244553505,Singles net,10,11
1245199707,Golf,5,5
1245199707,Mixed Doubles,5,5
1245199707,"Mixed Doubles - Depending on the start time and the # of teams, the format",1,9
1245199707,Open Doubles,8,8
1245199707,"Singles, Doubles and Mixed Doubles Net",8,8
1245404642,Open Circle Contest,33,9
1245404642,Open Doubles Net,5,5
1245404642,Open Doubles Routine,3,3
1245404642,Open Golf,17,17
1245404642,Open Singles Net,6,6
1245404642,"Single and double Freestyle, single and double Net, Golf, Circle contest",15,9
1245432804,Intermediate Freestyle Routines,3,3
1245432804,Open Doubles Freestyle,1,1
1245432804,Open Doubles Net,3,3
1245432804,Open Men Freestyle Routines,9,8
1245432804,Open Singles Net,4,4
1245432804,Open Women Freestyle Routines,3,3
1245432804,Request Contest,2,2
1245432804,Shred 30,4,4
1245432804,Sick 3,6,3
1245793403,3pm -Pro Singles Freestyle Finals,1,50
1245793403,DOUBLES NET- INTERMEDIATE,2,2
1245793403,FREESTYLE-AMATEUR/INTERMEDIATE,5,5
1245793403,MONETARY & PRIZE DONATIONS- are always needed and gratefully accepted,1,20
1245793403,"Net, Freestyle, Skills, Golf",5,5
1245793403,PRO DOUBLES NET,4,4
1245793403,PRO FREESTYLE- SINGLE,4,4
1245793403,PRO GOLF,4,4
1245793403,PRO SINGLE NET,4,4
1245793403,SINGLES NET- INTERMEDIATE,4,4
1245793403,The freestylers put on a great show as usual. David Clavens performed a,1,2009
1248033041,Mixed Doubles Net - 3 teams,3,3
1248033041,Open Doubles Net - 7 teams,7,7
1248033041,Open Singles Net - 6 competitors,6,6
1248864536,"Freestyle, Doubles Freestyle, Sick3, Shred 30, Circle Contest, Golf, 2-Square, Request",11,8
1248864536,Intermediate Freestyle,17,8
1248864536,Open Doubles Choreographed Routines,3,3
1248864536,Open Doubles Net,3,3
1248864536,Open Golf,17,15
1248864536,Open Request Contest,3,3
1248864536,Open Shred 30,3,3
1248864536,Open Shred:30,3,3
1248864536,Open Sick 3,3,3
1248864536,Open Sick 3-Trick,6,3
1248864536,Open Singles Net,3,3
1249570727,Bizz Buzz and GLOW IN THE DARK GOLF,1,5
1249570727,"and glow), Four Square, Cribbage, Bizz-Buzz, Juggle Golf and more",3,11745
1251952403,DOUBLES,1,13
1251952403,Final Results DOUBLES,13,13
1251952403,"and Jairo Lagos/ Darwin Mora in doubles, and extend a big thanks to all the",20,19
1251990500,"2Square, Request, Rippin Run, Sick3, Shred30, Golf",15,11
1251990500,Circle Contest,11,9
1251990500,Doubles Circle Contest,4,4
1251990500,Doubles Net,27,13
1251990500,Drill Request Contest,7,4
1251990500,Freestyle Routines,12,11
1251990500,Link Request Contest,4,4
1251990500,Open Circle Contest,27,13
1251990500,Open Sick 3-Trick,5,5
1251990500,Singles Net,11,11
1251990500,Women Freestyle Routines,3,3
1252110023,3-5pm Open Net finals singles and doubles,1,8601
1252110023,NET GAME,1,2009
1252110023,Open Circle Contest,4,3
1252110023,_NO_DIVISION_DETECTED,1,2009
1252110023,and we play both kinds of net,5,5
1252110023,circle,7,3
1252110023,doubles,11,7
1252110023,freestyle,6,5
1252110023,golf,8,4
1252110023,net,15,10
1252451527,3:30pm -Freestyle Finals,1,50
1252451527,CIRCLE,4,4
1252451527,DOUBLES NET- INTERMEDIATE,4,4
1252451527,FREESTYLE-AMATEUR/INTERMEDIATE,4,4
1252451527,"Golf- Pro, Intermediate, Masters",7,7
1252451527,MASTERS DOUBLES,1,1
1252451527,MASTERS NET,3,3
1252451527,MONETARY & PRIZE DONATIONS- are always needed and gratefully accepted,1,20
1252451527,Open Circle Contest,4,4
1252451527,PRO DOUBLES NET,14,14
1252451527,PRO FREESTYLE- SINGLE,7,7
1252451527,PRO GOLF,3,3
1252451527,PRO SINGLES NET,21,23
1252451527,SINGLES NET- INTERMEDIATE,7,7
1254662073,Open Circle Contest,4,4
1254662073,Open Doubles Net,12,12
1254662073,Open Request Contest,2,2
1254662073,Results for FC Footstar Berlin 12th Birthday Jam (2010) Open Circle Contest,4,4
1254829577,Circle Competition,7,7
1254829577,Intermediate Freestyle Routines,5,5
1254829577,Mixed Doubles Net,2,2
1254829577,"Net, freestyle",1,1
1254829577,Open Circle Contest,7,7
1254829577,Open Doubles Net,9,9
1254829577,Open Freestyle Routines,4,4
1254829577,Open Shred:30,6,6
1254829577,Open Singles Net,13,13
1254829577,Shred 30,6,6
1255269216,Consecutive Challenge (Novice,3,3
1255269216,Novice Tricks & Consecutives Challenge,1,2233
1255269216,Open Circle Contest,4,4
1255335697,Doubles,8,8
1255335697,"Footbag Doubles Net, maybe Singles Net (only if no enough players",15,15
1255957016,Circle Contest,4,4
1255957016,"Contest, 2 Square, Golf",25,17
1255957016,Doubles Freestyle,7,3
1255957016,Doubles Net,3,3
1255957016,Footbag Golf,3,3
1255957016,Open Circle Contest,7,4
1255957016,Open Freestyle,20,11
1255957016,Open Shred:30,8,8
1255957016,Open Sick 3-Trick,3,3
1255957016,Request Contest,3,3
1255957016,Shred30,11,8
1255957016,Singles Net,6,5
1255957016,Women Freestyle,3,3
1256202918,14h45 Sick 3,2,92100
1256202918,15. Marc Brunet / Vincent Rousseau,15,30
1256202918,"19h00 Freestyle Finals (Team, Women and Open",2,75013
1256202918,39. Marc Brunet,10,49
1256202918,"6, place Etienne Pernet",1,75015
1256202918,Circle Contest,12,12
1256202918,Footbag Net and Freestyle,16,13
1256202918,Mixed Doubles Net,9,9
1256202918,NET GAME,1,1
1256202918,Open Circle Contest,28,13
1256202918,Open Doubles Net,14,14
1256202918,Open Shred:30,13,13
1256202918,Open Singles Net,38,38
1256202918,Request Contest,3,3
1256202918,Shred 30,13,13
1256202918,Women's Singles Net,7,75005
1257621700,Footbag Golf,3,3
1257621700,Interm. Double Net,3,3
1257621700,Open Doubles Net,13,10
1257621700,Open Singles Net,18,18
1257621700,interm. Freestyle,3,3
1257621700,interm. Single Net,3,3
1257621700,"open/intermedate) Net, (open/intermedate) Freestyle & Golf",4,22179
1258513500,OPEN NET DOUBLES RESULTS,12,12
1258513500,OPEN NET SINGLES RESULTS,25,25
1260368810,1. Each doubles net participant will receive a randomly-assigned partner,1,2
1260368810,7th March - Pro Image Cash Game Golf,2,23
1260368810,Results Open Double Net,12,12
1260368810,Results Pro Image Cash Golf,23,14
1260368810,dinner. Everyone who would like to take part in the doubles net event on,1,3
1260368810,er den Netzball mit dem zweiten Schuss ber den Teich ber die Insel inklusive,1,1
1260517364,FREESTYLE,1,1
1260517364,OPEN NET DOUBLES RESULTS,9,9
1260517364,OPEN NET SINGLES RESULTS,3,3
1262288759,Footbag net: all levels and events,11,11
1262288759,Intermediate Doubles: (6 teams,6,5
1262288759,Mixed Doubles: (9 teams,13,9
1262288759,Net pick-up games at Willamette Park event site. Contact Chris Siebert for info,1,3550
1262288759,Open Doubles: (9 teams,9,9
1262288759,Women's Doubles: (4 teams,12,5
1262631137,FREESTYLE,1,1
1262631137,OPEN NET DOUBLES RESULTS,8,8
1262631137,OPEN NET SINGLES RESULTS,4,4
1262691385,Freestyle only,13,9
1262691385,Open Doubles Freestyle,3,3
1262691385,Open Freestyle,9,9
1262691385,Women Freestyle,2,2
1264098849,Doubles,31,16
1264098849,NET GAME,1,2010
1264098849,_NO_DIVISION_DETECTED,1,2010
1265745512,FINAL FREESTYLE RESULTS,53,32
1265745512,Intermediate Doubles Net,7,7
1265745512,Intermediate Singles Net,11,11
1265745512,Master's Doubles Net,7,7
1265745512,Master's Singles Net,10,10
1265745512,Open Circle Contest,74,33
1265745512,Open Doubles Net,52,26
1265745512,Open Doubles Routines,19,8
1265745512,Open Mixed Doubles Net,58,32
1265745512,Open Mixed Doubles Routines,3,3
1265745512,Open Request Contest,3,3
1265745512,Open Shred:30,44,22
1265745512,Open Sick 3-Trick,3,3
1265745512,Open Singles Net,39,39
1265745512,Open Women's Doubles Net,5,5
1265745512,Open Women's Singles Net,4,4
1265745512,Results for 31st IFPA WORLD FOOTBAG CHAMPIONSHIPS (2010) Open Singles Net,39,39
1265745512,Women's Circle Contest,10,5
1265745512,Women's Doubles Net,5,5
1265745512,Women's Shred:30,44,17
1265745512,Women's Singles Net,4,4
1265745512,freestyle area,1,11
1265850138,Circle,3,3
1265850138,Damian Gielnicki is the 2010 US Open Circle Champion,7,3
1265850138,Hania Mickiewicz is the 2010 US Women's Freestyle Footbag Champion,3,3
1265850138,Jim Penske is the 2010 US Freestyle Footbag Champion,3,3
1265850138,Open Circle Contest,3,3
1265850138,Open Sick 3-Trick,3,3
1265850138,Request Competition,3,3
1265850138,Results for U. S. Open Freestyle Footbag Championships (2010) Open Singles Routines,16,11
1265850138,Women's Sick 3-Trick,14,11
1265850138,freestyle footbag. This is one of the largest footbag events in North,1,16400
1267199851,Intermediate Circle Contest,6,3
1267199851,Open Circle Contest,4,4
1267199851,Results for WSF Mistrzostwa Pragi w Grze w Zoske (2010) Open Sick 3-Trick,2,2
1267199851,Women's Circle Contest,3,3
1267718326,Doubles,9,9
1267718326,"This event will feature Doubles Net, but we will run a single elimination bracket for any",10,10
1267718326,"the Court doubles round-robin. I can't find that clipboard right now, so I",4,4
1267996189,FREESTYLE,1,1
1267996189,OPEN NET DOUBLES RESULTS,7,7
1267996189,OPEN NET SINGLES RESULTS,5,5
1268191383,Golf,4,4
1268191383,Masters Doubles Net,2,2
1268191383,NET GAME,1,2010
1268191383,Open Doubles Net,3,3
1268191383,Open Mixed Doubles,2,2
1268191383,_NO_DIVISION_DETECTED,1,2010
1268407783,NET GAME,1,2010
1268407783,Open Circle Contest,7,7
1268407783,Open Sick 3-Trick,7,7
1268407783,_NO_DIVISION_DETECTED,1,2010
1268407783,circle,1,7
1268407783,double's net,1,8601
1268407783,open net and freestyle. intermediate net and freestyle. novice net,6,6
1268445253,Mixed Doubles Net,2,2
1268445253,NET GAME,1,2010
1268445253,Open Doubles Net,16,16
1268445253,Open Singles Net,24,24
1268445253,_NO_DIVISION_DETECTED,1,2010
1268498027,The 3rd Net National Footbag Championship 2010 to be held at Multipurpose,5,2010
1269111845,NET GAME,24,12
1269266785,13. Vincent Rousseau / Marc Brunet,29,29
1269266785,14. Vincent Rousseau / Marc Brunet,15,29
1269266785,24. Marc Brunet,24,48
1269266785,31. Marc Brunet,40,48
1269266785,Circle Contest,29,27
1269266785,Golf,28,21
1269266785,Intermediate Singles Net,7,7
1269266785,Mixed Doubles Freestyle,3,3
1269266785,Mixed Doubles Net,16,8
1269266785,Open Circle Contest,33,27
1269266785,Open Doubles Freestyle,3,3
1269266785,Open Doubles Net,12,12
1269266785,Open Shred:30,18,18
1269266785,Open Sick 3-Trick,4,4
1269266785,Open Singles Freestyle,22,21
1269266785,Open Singles Net,30,30
1269266785,Request Contest,5,4
1269266785,Shred 30,18,18
1269266785,Sick 3,9,4
1269266785,Women Singles Freestyle,6,6
1269266785,Women?s Doubles Net,8,4
1269266785,Women?s Singles Net,14,7
1269860787,Open Doubles Net,7,7
1270518636,Golf,7,7
1270518636,Mixed Doubles,2,2
1270518636,Open Doubles,5,5
1270631935,Confirmed Net teams,10,10
1270631935,Doubles net teams are requested to wear matching outfits. Each team should at,1,75013
1270631935,NET GAME,1,1
1270631935,Open Doubles Net,30,10
1270631935,Open Singles Net,47,17
1270631935,"results forming a circle, the following criteria shall be used (in order) to",12,10
1270666282,"Consecutives, 2 Square, Circle Contest, Request Contest, Sick3, Iron Man, Footbag Quiz",1,24
1271270281,11. Marc Brunet & Vincent Rousseau,8,19
1271270281,Pro Image Cash Golf,10,10
1271275118,Open Doubles Net,4,4
1271275118,Open Singles Net,6,6
1272817638,Doubles,13,13
1272817638,"Open and intermediate net, singles and doubles",20,20
1273248665,Intermediate Circle,5,3
1273248665,Intermediate Circle Contest,3,3
1273248665,NET RESULTS,8,8
1273248665,Open Circle,4,4
1273248665,Open Circle Contest,9,5
1273248665,Open Doubles,9,5
1273248665,Open Sick 3,7,7
1273248665,Open Sick 3-Trick,7,7
1273248665,Other Circle participants,4,4
1273248665,Results for 4th Annual NYFA Freestyle and Net Symposium (2010) Open Singles Routines,6,4
1274335003,"Net & Freestyle Footbag, Graffity, Breakdance, Freestyle MCz Open Mic, Beatbox,Skate+Blade",1,883464434
1277805979,3. Vincent Rousseau / Marc Brunet,12,8
1277805979,8. Marc Brunet / Vincent Rousseau (France,10,6
1277805979,9. Marc Brunet,33,13
1277805979,9. Marc Brunet (France,4,13
1277805979,Open Doubles Net,8,6
1277805979,Open Singles Net,8,8
1277805979,Results for French Footbag Championships (2010) Open Singles Net,8,8
1278603677,"10% discount if you say ""Freestyle"" while booking / checking-in",2,7
1278603677,Castle Hill (Golf & Net,1,2
1278603677,"Freestyle, Net, 2 Squares, Golf",13,9
1278603677,Golf - Finals,1,2
1278603677,Net - training,1,2
1278603677,Open Circle Contest,46,14
1278603677,Open Doubles Choreographed Routines,16,9
1278603677,Open Doubles Net,5,5
1278603677,Open Golf,27,13
1278603677,Open Request Contest,3,3
1278603677,Open Shred:30,11,11
1278603677,Open Sick 3,16,7
1278603677,Open Sick 3-Trick,4,4
1278603677,Open Singles Net,10,10
1278603677,Shred 30,11,11
1278603677,be 20 PLN for every player. You don't need to pay if you play only Golf or 2,5,5
1280002674,Circle,4,4
1280002674,Circle Competition,6,6
1280002674,Freestyle Routines,6,6
1280002674,Open Circle Contest,4,4
1280002674,Open Doubles Net,8,8
1280002674,Open Shred:30,3,3
1280002674,Open Singles Net,11,11
1280002674,Shred 30,3,3
1280907422,Footbag-Freestyle 30sec Shred,1,1
1280907422,Footbag-Freestyle Men,8,8
1280907422,Footbag-Freestyle Women,3,3
1280907422,Footbag-Net Doubles,7,7
1280907422,Footbag-Net Singles,6,6
1282224512,1.1 ist bereits auf planetfootbag.de unter dem Punkt &#8222;booking&#8220; zu sehen,1,176
1282224512,"11:30 net competitions start (first singles, then doubles",1,20
1282224512,Freestyle results,8,8
1282224512,German circle,4,4
1282224512,Golf,1,8
1282224512,Golf-Bags,8,8
1282224512,Intermediate Doubles Net,3,3
1282224512,Open Circle Contest,4,4
1282224512,Open Doubles Net,19,19
1282224512,Open Mixed Doubles,6,6
1282224512,Open Shred:30,7,7
1282224512,Open Singles Net,35,35
1282224512,Open circle,4,4
1282224512,Shred 30,7,7
1282647603,Open Single Net Results,11,11
1282860813,Open Circle,4,2912
1282912320,"2 Square, Golf, Request Contest",18,8
1282912320,Circle Contest,4,4
1282912320,Open Circle Contest,22,8
1282912320,Open Doubles Net,6,6
1282912320,Open Freestyle Golf,18,7
1282912320,Request Contest,3,3
1284182261,Doubles,10,10
1284182261,"Primera Edicin de la COPA VENEZUELA de Footbag net , la cual se estar disputando en la",18,18
1284588517,Circle,18,10
1284588517,Open Circle Contest,14,10
1284588517,Open Shred:30,8,8
1284588517,Request Contest,6,3
1284588517,"Routines (Open, Women), Shred 30, Circle (Open, Intermediate), Request Contest and",12,9
1284588517,Shred 30,8,8
1285506605,CIRCLE CONTEST,9,5
1285506605,NET GAME,1,2010
1285506605,"REQUEST LINK that Reile, Hanna, Tim and I made. Link List",3,3
1285506605,REQUEST TRICK Both Sides that Zac Miley and Matt Kemmer made,3,2
1285506605,Youth Consecutives Contests,4,4
1285506605,_NO_DIVISION_DETECTED,1,2010
1285506605,"this year: Freedom Footbags, World Footbag Association and Foot-C Net",1,2233
1286381599,Intermediate Doubles,6,6
1286381599,Mixed Doubles,42,21
1286381599,Open Doubles,42,14
1286644859,NET DOUBLES,2,2
1286644859,NET SINGLES,5,5
1286644859,OPEN SINGLES FREESTYLE,10,8
1286644859,SICK 3,3,3
1287439208,Open Doubles Net,4,4
1287703732,Doubles net,8,8
1288096032,Circle Contest,4,4
1288096032,"Contest, 2 Square, Golf",13,9
1288096032,Footbag Golf,15,10
1288096032,Intermediate Singles Freestyle,5,5
1288096032,Open Circle Contest,4,4
1288096032,Open Doubles Net,3,3
1288096032,Open Shred:30,8,8
1288096032,Open Sick 3-Trick,6,6
1288096032,Open Singles Freestyle,9,9
1288096032,Request Contest,18,15
1288096032,Shred30,14,8
1288096032,Singles Net,6,6
1288096032,Women Singles Freestyle,4,4
1288652104,NET GAME,1,2010
1288652104,_NO_DIVISION_DETECTED,1,2010
1290861524,Doubles Net Results,21,21
1290861524,Golf Results,5,10
1291310354,NET GAME,1,1
1292601394,NET GAME,1,1
1293877677,12. Roy Klein (The Netherlands,10,20
1293877677,FOOTBAG FREESTYLE RESULTS,40,36
1293877677,Intermediate Doubles Net,4,4
1293877677,Intermediate Request Contest,30,20
1293877677,Intermediate Shred:30,4,4
1293877677,Intermediate Singles Net,8,5
1293877677,Masters Singles Net,4,4
1293877677,Mixed Doubles Net,14,14
1293877677,Open Circle Contest,83,36
1293877677,Open Doubles Net,74,37
1293877677,Open Doubles Routines,17,9
1293877677,Open Mixed Doubles Net,53,36
1293877677,Open Mixed Doubles Routines,11,5
1293877677,Open Request Contest,39,38
1293877677,Open Shred:30,28,28
1293877677,Open Sick 3-Trick Contest,28,19
1293877677,Open Singles Net,59,59
1293877677,Results for 32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS (2011) Open Singles Net,58,59
1293877677,Women's Circle Contest,31,12
1293877677,Women's Doubles Net,14,7
1293877677,Women's Shred:30,7,7
1293877677,Women's Singles Net,18,9
1293877917,FREESTYLE,14,9
1293877917,"Freestyle (Routines, Shred30, Sick3, Circle",14,9
1293877917,Golf,8,28012
1293877917,Intermediate Doubles Net,4,4
1293877917,Intermediate Singles Net,7,5
1293877917,Mixed Doubles Net,12,6
1293877917,Open Circle Contest,27,9
1293877917,Open Doubles Net,44,22
1293877917,Open Doubles Routines,8,5
1293877917,Open Shred 30,9,9
1293877917,Open Shred:30,9,9
1293877917,Open Singles Net,68,36
1293877917,Request Contest,3,3
1293877917,Women's Doubles Net,3,3
1293877917,Women's Singles Net,4,4
1293877917,Women?s Circle Contest,3,3
1293877917,Women?s Shred 30,3,3
