event_id,year,Tournament Name,Date,Location,Event Type,Host Club,placements_count,results_lines
1239721441,2009,End of Winter Jam,"April 18-19, 2009","Wroclaw/Strzelin, Poland",freestyle,PSF Polish Footbag Association,12,21
1240469006,2009,Turku Open 2009,"July 4-5, 2009","TURKU, Finland",net,Footcraft,27,34
1241011525,2009,2009 French Footbag Championships,"June 13-14, 2009","Nantes, France",mixed,,51,64
1241031822,2009,Frisbee Footbag Fest,"May 9-11, 2009","Moscow, Russia",mixed,Footbag Empire,30,41
1242210886,2009,JFK Net Battle,"May 23-24, 2009","Mattilanniemi Park Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",24,29
1244553505,2009,Helsinki Open 2009,"June 13-14, 2009","Opera house Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),21,30
1245199707,2009,22nd Annual Vancouver Open Footbag Tournament,"August 15-16, 2009","Jericho Beach Vancouver, BC, Canada",golf,Kitsilano Footbag Association,26,35
1245404642,2009,6# Swiss Footbag Open,"September 18-20, 2009","Bergi?res Lausanne, Vaud, Switzerland",freestyle,Les Pieds à Gilles,23,30
1245432804,2009,Austrian Footbag Championships 2009,"August 7-9, 2009","Schwimmbad / Triebwerk (Finals) Wiener Neustadt, Austria",mixed,AUTsiders,32,53
1245793403,2009,Funtastik Summer Classic,"September 5-7, 2009","Morrison Park - Front & Forrester Sts. Harrisburg, Pennsylvania, USA",mixed,,33,54
1248033041,2009,Texas Statewide 2009,"October 24-25, 2009","Mueller Lake Park, Austin, Texas, USA",net,Austin Style Footbag Club - Texas Footbag League,24,35
1248864536,2009,Polish Footbag Championships 2009,"August 21-23, 2009","Zwierzyniec Sports Center Bia?ystok, Poland",mixed,Pasikonik BFT,52,81
1250478677,2009,Montreal End-of-Summer Jam 1,"September 11-13, 2009","Montréal, Quebec, Canada",freestyle,Aki Freestyle Montréal,8,11
1251952403,2009,X-PRO Cup (Copa X-PRO),"September 19-20, 2009","Parque Los Caobos Caracas, Dtto. Capital, Venezuela",net,X-PRO,34,41
1251990500,2009,6th Annual Wilanow Footbag Open 2009,"October 10-11, 2009","Gubinowska 28/30 Warszawa, Mazowieckie, Poland",freestyle,WSF Warsaw Footbag Association,47,60
1252110023,2009,2009 East-Coast Footbag Championships,"October 3-4, 2009","College Park Community Center College Park, Maryland, USA",freestyle,D.C. All-Stars,47,60
1254829577,2009,Finnish Footbag Championships,"December 11-13, 2009","Karvetti school / Karvetin koulu Naantali, Finland",mixed,Footcraft,48,65
1255269216,2009,25th Midwest Regionals Tournament & New Year's Jam,"December 27-28, 2009","McCormick Place Convention Center Chicago, Illinois, USA",freestyle,MIDWEST FOOTBAG ASSOCIATION,13,22
1255335697,2009,Prague Net Open,"November 20-22, 2009","Tenis Cibulka Praha, Czech Republic",net,Czech Footbag Association,23,28
1255957016,2009,Zocha Jam 2009,"December 5-6, 2009","Sports Gym, Wroclaw, Poland",mixed,PSF Polish Footbag Association,56,81
1257621700,2009,German Footbag Championships 2009,"December 5-6, 2009","Hamburg, Germany",mixed,Hamburg Footkings e.V.,40,59
1258513500,2009,IFPA South American Championships,"December 17-21, 2009","Bogotá, Cundinamarca, Colombia",net,Fundación Footbag Colombia - IFC,37,42
1260517364,2009,Footbag Open Meeting,"December 12-13, 2009","BSFS Hall Stara Zagora, Bulgaria",mixed,Urban Komba,13,22
1252451527,2010,Funtastik Summer Classic,"September 4-6, 2010","Harrisburg, Pennsylvania, USA",mixed,,69,94
1254662073,2010,FC Footstar Berlin 12th Birthday Jam,"January 16-17, 2010","Berlin, Germany",mixed,FC Footstar Berlin e.V.,18,27
1254724022,2010,Phoenix Open 2010,"January 16-18, 2010","Snedigar Sportsplex (soccer field #1) Chandler, Arizona, USA",social,AIR-A-ZONA FOOTBAG NET CLUB,0,0
1256202918,2010,11e Open de France de Footbag,"February 26-28, 2010","Stade de Coubertin Paris, France",mixed,Rien N'est Hacky - RNH Footbag,137,158
1260368810,2010,Frankfurt Footbag 10th Anniversary Jam,"March 5-7, 2010","Frankfurt, Germany",net,SG Frankfurt Footbag e.V.,36,43
1262288759,2010,2010 U.S. Open Footbag Net Championships,"June 26-27, 2010","Willamette Park Portland, Oregon, USA",net,NPR,50,65
1262631137,2010,Urban Komba Footbag Open Footbag Jam,"January 30-31, 2010","BSFS Hall (next to Central City Post Office) Stara Zagora, Bulgaria",mixed,Urban Komba,13,22
1262691385,2010,Todexon 11,"March 19-21, 2010","A Studio Rubin (Malostranske namesti 262/9) Praha, Czech Republic",freestyle,Czech Footbag Association,14,21
1263589392,2010,FB-Golf-Hamburg,"January 30, 2010","Hamburg, Hamburg, Germany",golf,Tu Wat,0,0
1264098849,2010,2010 Mud Island Belt Presented by Memphis Footworks,"April 10-11, 2010","Mississippi Greenbelt Park Memphis, Tennessee, USA",net,Memphis Footworks,30,35
1265745512,2010,31st IFPA WORLD FOOTBAG CHAMPIONSHIPS,"August 1-7, 2010","Oakland Convention Center, Marriott City Center Oakland, California, USA",worlds,,268,313
1265850138,2010,U. S. Open Freestyle Footbag Championships,"July 24-25, 2010","Nautilus World Headquarters Vancouver WA., WA., USA",freestyle,Sole Purpose,30,47
1267199851,2010,WSF Mistrzostwa Pragi w Grze w Zoske,"May 1-2, 2010","Szkola Podstawowa nr 312, Warszawa, Poland",mixed,WSF Warsaw Footbag Association,56,79
1267469140,2010,Footcamp 2010,"April 1-3, 2010","San Cristóbal, Táchira, Venezuela",net,Footbag Táchira Venezuela,26,31
1267718326,2010,3rd Annual Windy City Cup,"June 19-20, 2010","Union Park, Navy Pier Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,22,27
1267920908,2010,KICK VOLLEY 02,"April 17-18, 2010","Old Montreal College - C?gep du Vieux-Montr?al Montréal, QC, Canada",net,Association Québécoise de Footbag,9,12
1267996189,2010,Footbag again in the Zara,"March 13-14, 2010","Sport hall - next to 9th Primary School (9-th OU) Stara Zagora, Bulgaria",mixed,Urban Komba,13,22
1268191383,2010,2010 Southern Regional Footbag Championships,"May 1-2, 2010","Discover Green Park - Downtown Houston, Texas, USA",mixed,Houston Skyliners Footbag Club,12,27
1268407783,2010,2010 East Coast Footbag Championships,"May 22-23, 2010","College Park Community Center College Park, Maryland, USA",net,D.C. All-Stars,44,51
1268445253,2010,2010 Green Cup Presented by Chaos,"July 24-28, 2010","TBA South Lake Tahoe, California, USA",net,Chaos Footbag Club,41,48
1269111845,2010,"The King of the Hill 2010, presented by Aki Québec","May 29-30, 2010","Jeanne-Mance Park Montréal, Québec, Canada",net,Aki Québec,24,27
1269266785,2010,12th Annual IFPA European Footbag Championships - Brussels,"June 25-27, 2010","Stade Albert Demuyter Brussels, Ixelles, Belgium",mixed,Brussels Footbag Club,194,225
1269860787,2010,March Mayhem 2010,"March 27-28, 2010","Keljonkangas School Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",7,10
1270518636,2010,Texas State Footbag Championships 2010,"October 16-17, 2010","Austin, Texas, USA",golf,Austin Style Footbag Club - Texas Footbag League,14,21
1270631935,2010,RNH Contest 2010,"June 5-6, 2010","Gymnase 4bis Choisy Paris, France",net,Rien N'est Hacky - RNH Footbag,51,56
1271270281,2010,*Bembel Cup 2010*,"August 28-29, 2010","Frankfurt am Meer, Germany",net,SG Frankfurt Footbag e.V.,19,22
1271275118,2010,Turku Open 2010,"July 17-18, 2010","Kupittaa Park TURKU, Finland",net,Footcraft,10,15
1272817638,2010,"The AkiSphere 2010, presented by AKIQ","July 2-4, 2010","Lafontaine Park Montréal, Québec, Canada",net,Aki Québec,32,37
1273248665,2010,4th Annual NYFA Freestyle and Net Symposium,"May 29-31, 2010","Roosevelt Island (Sportspark Gym, Firefighter's Field) New York, USA",mixed,New York Footbag Association,38,59
1277805979,2010,French Footbag Championships 2010,"July 3-4, 2010","Place de la Com?die Montpellier, France",mixed,Icarus Footbag,31,42
1278603677,2010,10th Annual Polish Footbag Championships 2010,"August 6-8, 2010","Hala Sportowa Cieszyn, Silesia, Poland",freestyle,WSF Warsaw Footbag Association,56,71
1278991986,2010,23rd Annual Vancouver Open Footbag Championships,August 14 - 15,"Vancouver, British Columbia, Canada",social,,0,0
1280002674,2010,Finnish Footbag Championships,"September 17-19, 2010","Kuokkala Graniitti Jyväskylä, Finland",mixed,"Jyväskylän Footbag-klubi, JFK",32,45
1280907422,2010,10th Swiss Footbag Championships,"September 11-12, 2010","Treibhaus Luzern Luzern, Switzerland",mixed,Swirl Pool,25,38
1282224512,2010,12th Annual German Footbag Championships,"November 13-14, 2010","Magarete Witzleben Schule / Palisadenstr. Berlin, Germany",mixed,FC Footstar Berlin e.V.,94,117
1282647603,2010,Net Orange Jam II (Net D¿em),"September 4-5, 2010","Cracow, Poland",net,Maniac Footbag Team,11,14
1282912320,2010,7th Annual Wilanow Footbag Open 2010,"October 9-10, 2010","Zespol Szkol nr 1. Warszawa, Poland",mixed,WSF Warsaw Footbag Association,42,63
1284182261,2010,1era COPA VENEZUELA,"September 18-19, 2010","Vinicio Adames Caracas, Miranda, Venezuela",net,X-PRO,28,33
1284588517,2010,Austrian Footbag Championships 2010,"December 10-12, 2010","Vienna, Austria",freestyle,Footbag-Vienna,30,39
1285506605,2010,2010 NYJ/Midwest Regionals Footbag Championships,"December 18-20, 2010","McCormick Place Convention Center Chicago, Illinois, USA",freestyle,MIDWEST FOOTBAG ASSOCIATION,17,26
1285989828,2010,Footbag Táchira Cup (Copa Tachira),"October 23-24, 2010","Parque Quinimari San Cristóbal, Táchira, Venezuela",net,Footbag Táchira Venezuela,19,26
1286381206,2010,2da. Copa X-PRO,"November 20-21, 2010","Facultad de Ciencias de la U.C.V. ""El poliedrito"" Caracas, Distrito Capital, Venezuela",mixed,X-PRO,23,26
1286381599,2010,4to Campeonato Suramericano de Footbag,"December 18-21, 2010","Club Monteclaro Caracas, Distrito Capital, Venezuela",net,X-PRO,57,68
1286644859,2010,Czech Footbag Championship 2010,"November 6, 2010","Hradec Králové, Czech Republic",mixed,,20,31
1287439208,2010,Naantalin Seudun Mestaruuskilpailut,"December 11, 2010","Karvetti School Naantali, Finland",net,Footcraft,6,9
1288096032,2010,Zocha Jam 2010,"December 4-5, 2010","Wroclaw, Poland",mixed,PSF Polish Footbag Association,71,96
1287703732,2011,Kick Volley 03,"March 26-27, 2011","Cegep du Vieux-Montreal Montréal, QC, Canada",net,Association Québécoise de Footbag,8,11
1290861524,2011,Bembel Cup 2011: Gimbledon Championships,"July 23-24, 2011","Funkfurt, Germany",net,SG Frankfurt Footbag e.V.,30,37
1293877677,2011,32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 31-August 6, 2011","Helsinki, Finland",worlds,Suomen Footbag Liitto ry. (Finnish Footbag Association),381,430
1293877917,2011,13th Annual IFPA European Footbag Championships,"July 8-10, 2011","Polideportivo Orcasur (street: MOREJA, Madrid) Madrid, Spain",mixed,Madrid Footbag Club,140,183
1293878155,2011,Todexon 12,"April 16, 2011","teatro NoD Prague, Czech Republic",freestyle,Czech Footbag Association,27,36
1294262550,2011,12e Open de France de Footbag,"February 24-27, 2011","La Halle Carpentier, Paris, France",mixed,Rien N'est Hacky - RNH Footbag,114,133
1294779128,2011,2011 Mud Island Belt presented by Memphis Footworks,"April 9-10, 2011","Mississippi River Greenbelt Park Memphis, Tennessee, USA",net,Memphis Footworks,20,25
1295120951,2011,2011 Green Cup Presented by Chaos,"May 28-30, 2011","Oakland, California, USA",mixed,Chaos Footbag Club,66,91
1295262886,2011,2011 Prague Open,"February 19, 2011","Tennis Park Cibulka Praha - Ko¹íøe, Czech Republic",net,Czech Footbag Association,10,15
1295842442,2011,US OPEN Footbag Net Championships 2011,"June 25-26, 2011","Willamette Park Portland, Oregon, USA",net,NPR,52,67
1296449468,2011,1st Caribbean Jam,"February 26-28, 2011","ParqueWashington and Rancho Deli (Salgar) Barranquilla, Atlantico, Colombia",freestyle,Footbag Barranquilla,0,0
1297811412,2011,11th Annual Polish Footbag Championships 2011,"August 19-21, 2011","Miejskie Centrum Sportu i Rekreacji (MCSiR), Plonsk, Poland",mixed,Footbayerzy Footbag Club Nowe Miasto,158,185
1297909685,2011,2da Copa Ciencias,"March 12-13, 2011","Caracas, Venezuela",net,X-PRO,37,48
1298063977,2011,April Assault!,"April 2, 2011","Keljonkangas School Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",11,14
1298627369,2011,13th Annual German Footbag Championships,"October 21-23, 2011","Kieler Gelehrtenschule / Feldstra?e 19 /, Kiel Kiel, Germany",mixed,Nordlicht Footbag Club e.V.,94,115
1299019355,2011,10 years Pieds à Gilles - 7th Swiss Footbag Open,"August 26-28, 2011","Lausanne, Vaud, Switzerland",net,Les Pieds à Gilles,41,48
1299244521,2011,Warsaw Footbag Open 2011,April 30 - May 1,"Warsaw, Poland",social,,0,0
1299532552,2011,4th Annual Windy City Cup Footbag Net Championships,"June 17-19, 2011","Union Park / Navy Pier Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,35,44
1300316952,2011,Paris Net Battle 2011,"April 16-17, 2011","Paris, France",net,Rien N'est Hacky - RNH Footbag,28,33
1301104070,2011,Footcamp 2011,"April 22-24, 2011","Parque Kinimar San Cristóbal, Táchira, Venezuela",net,Footbag Táchira Venezuela,11,14
1301243982,2011,Aachen Outdoor Open - The Rally Cup,"June 11-12, 2011","Westpark Aachen, Nrw, Germany",net,TSK Aachen e.V.,19,24
1301675662,2011,2da Copa Venezuela,"June 24-26, 2011","Caracas, Venezuela",net,X-PRO,45,56
1301837216,2011,"The King of the Hill 2011, presented by Aki Québec","August 27-28, 2011","Jeanne-Mance park Montréal, Québec, Canada",net,Aki Québec,13,16
1301837824,2011,"The AkiSphere 2011, presented by AKIQ","July 1-3, 2011","Park La Fontaine Montréal, Québec, Canada",net,Aki Québec,23,28
1301958487,2011,US Open Freestyle Footbag Championships,"August 11-13, 2011","Settlers park Boise, Idaho, USA",freestyle,Northwest Footbag Alliance,21,36
1302802291,2011,JFK Net Battle,"June 4-5, 2011","Tellervonkatu Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",21,26
1302874713,2011,Turku Open,"July 23-24, 2011","TURKU, Finland",net,Footcraft,16,21
1305581560,2011,French Footbag Championships 2011,"June 11-12, 2011","Gymnase de Doulon Pornic, Loire-Atlantique, France",mixed,Carnabal Footbag,35,42
1310408325,2011,24th Annual Vancouver Open & Golf Tournament,"August 20-21, 2011","Jericho Beach Park Vancouver, BC, Canada",golf,Kitsilano Footbag Association,27,38
1311699287,2011,3ra Copa X-PRO,"November 5-6, 2011","El poliedrito UCV Caracas, Miranda, Venezuela",net,X-PRO,36,43
1313351184,2011,2011 East Coast Footbag Championships,"September 24-25, 2011","Buccleuch Park, adjacent to Rutgers University New Brunswick, New Jersey, USA",mixed,,30,49
1314229545,2011,Texas State Footbag Championships 2011,"October 29-30, 2011","Austin, Texas, USA",net,Austin Style Footbag Club - Texas Footbag League,21,32
1314323534,2011,5to Campeonato Suramericano de Footbag,"December 18-21, 2011","Sitio por confirmar. San Cristobal, Estado Tachira, Venezuela",mixed,Footbag Táchira Venezuela,73,94
1314328055,2011,3ra Copa Táchira de Footbag,"October 1-2, 2011","Parque Quinimari, Pirineos San Cristobal, Estado Tachira, Venezuela",net,Footbag Táchira Venezuela,19,24
1315451053,2011,Memphicago Open,"October 8, 2011","Bryan Memorial Park Salem, Il, USA",net,Memphis Footworks,4,7
1316280393,2011,8th Annual Wilanow Footbag Open 2011,"November 26-27, 2011","Gimnazjum nr 116, Warszawa, Poland",mixed,WSF Warsaw Footbag Association,67,86
1318673467,2011,Austrian Footbag Championships 2011,"December 9-11, 2011","Vienna, Austria",freestyle,Footbag-Vienna,45,54
1320232300,2011,RNH Contest 2011,"December 3-4, 2011","Gymnase 4bis Choisy Paris, France",net,Rien N'est Hacky - RNH Footbag,24,29
1321368279,2011,Finnish Footbag Championships,"December 17-18, 2011","Salmisaaren liikuntakeskus and T??l?n kisahalli Helsinki, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),27,32
1319622692,2012,14th FC Footstar anniversary,"January 28-29, 2012","Otto-Ostrowski-Str. Berlin, Germany",mixed,FC Footstar Berlin e.V.,52,65
1320803601,2012,U.S. OPEN Footbag Net Championships 2012,"June 30-July 1, 2012","Willamette Park (Portland) Portland, Oregon, USA",net,NPR,46,61
1321869570,2012,Todexon 13,"April 6-8, 2012","K4 Student Club Praha, Czech Republic",freestyle,Czech Footbag Association,25,34
1323272493,2012,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 29-August 4, 2012","University of Physical Education in Warsaw Warsaw, Poland",worlds,WSF Warsaw Footbag Association,331,372
1323980691,2012,The 2012 Mud Island Belt Presented by Memphis Footworks,"April 14-15, 2012","Mud Island Greenbelt Park Memphis, Tennessee, USA",net,Memphis Footworks,21,26
1325504349,2012,Bembel Cup 2012,"July 21-22, 2012","Brentanobad Frankfurt, Germany",net,SG Frankfurt Footbag e.V.,17,20
1326451143,2012,Praha Open,"February 18, 2012","Sokol Mala Strana Gym Praha, Czech Republic",net,Czech Footbag Association,6,9
1328094862,2012,14th Annual IFPA European Footbag Championships,"July 13-15, 2012","Hander Weg Aachen, Nrw, Germany",mixed,TSK Aachen e.V.,143,166
1329044785,2012,JFK March Mayhem 2012,"March 24-25, 2012","Keljonkankaan koulu Jyväskylä, Länsi-Suomen Lääni, Finland",net,"Jyväskylän Footbag-klubi, JFK",12,17
1329132977,2012,Swiss Footbag Championships 2012,"May 19-20, 2012","Sporthalle Hardau Zurich, Switzerland",mixed,Sole Rebels Zürich,62,83
1330833781,2012,3ra Copa Ciencias-UCV.,"March 24-25, 2012","Caracas, Venezuela",net,X-PRO,29,34
1330902233,2012,2012 Green Cup Presented by Chaos,"May 26-28, 2012","Lake Merritt & Bushrod Community Center / Finals at Linden St. Brewery Oakland, California, USA",mixed,Chaos Footbag Club,43,58
1331667371,2012,Paris Net Battle 2,"April 14-15, 2012","Annexe Georges Carpentier, Mass?na, Paris Paris, France",net,Rien N'est Hacky - RNH Footbag,36,39
1333483324,2012,3rd biennial Helsinki Open Footbag Tournament,"May 19-20, 2012","T??l? Sports Hall B Helsinki, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),15,20
1335148163,2012,2012 US Open Freestyle Footbag Championships,"August 25, 2012","Colonel Summers Park Portland, Oregon, USA",freestyle,Sole Purpose,33,42
1335381794,2012,French Footbag Championships 2012,"May 26-27, 2012","Gymnase de Doulon Nantes, France",net,Carnabal Footbag,25,30
1335761071,2012,6to Torneo FootCamp,"June 2-3, 2012","Esta en Logisti San Cristobal, Estado Tachira, Venezuela",net,Footbag Táchira Venezuela,32,37
1335898356,2012,Turku Open 2012,"June 30-July 1, 2012","TURKU, Finland",net,Footcraft,10,15
1336988107,2012,12th Annual IFPA Polish Footbag Championships 2012,"August 24-26, 2012","Gimnazjum nr 2 Strzelin, woj. dolnoslaskie, Poland",mixed,DST Footbag Club Strzelin,117,152
1337309613,2012,25th Annual Vancouver Open Footbag Championships,"August 18-19, 2012","Jericho Beach Vancouver, BC, Canada",net,Kitsilano Footbag Association,37,50
1337327565,2012,Akisphere,"June 22-24, 2012","Parc Lafontaine Montréal, Québec, Canada",net,Aki Québec,25,30
1337617980,2012,German Footbag Open (14th Annual German Footbag Championships),"August 25-26, 2012","Alaunplatz/Vitzthum Gymnasium Dresden, Sachsen, Germany",mixed,Footbag Dresden e.V.,90,113
1337623340,2012,30th Annual East Coast Footbag Championships,"September 28-30, 2012","Dumbo Arts Festival Brooklyn, New York, USA",mixed,New York Footbag Association,36,49
1338821785,2012,Warsaw Footbag Open 2012,"July 1, 2012","Warszawa, Poland",net,WSF Warsaw Footbag Association,10,15
1339389008,2012,3ra Copa Venezuela,"June 30-July 1, 2012","El Poliedrito, UCV Caracas, Distrito Capital, Venezuela",net,X-PRO,51,60
1344519313,2012,Fifth Annual Windy City Cup Footbag Net Championships,"August 24-26, 2012","Union Park Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,7,10
1344593549,2012,IFPA Austrian Footbag Champs 2012,"November 23-25, 2012","Mozartschule and OK-Mediendeck Linz, Austria",mixed,gravityfighters Linz,52,73
1344933824,2012,Acapulco Zocha Jam,"September 1-2, 2012","Na Grobli 49 Wroclaw, Dolnyslask, Poland",mixed,PSF Polish Footbag Association,29,44
1346947092,2012,6o Suramericano de Footbag,"December 17-20, 2012","Complejo Deportiva Atanasio Girardot Medellin, Antioquia, Colombia",mixed,Footbag Medellin,30,47
1346948712,2012,1o Torneo Nacional de Footbag,"October 13-15, 2012","Complejo Deportiva Atanasio Girardot Medellin, Antioquia, Colombia",mixed,Footbag Medellin,22,31
1347475695,2012,Carnabal Footbag Contest,"October 20-21, 2012","Gymnase Gobelets Ripossi?re Nantes, Loire-Atlantique, France",net,Carnabal Footbag,23,28
1348171585,2012,Texas State Footbag Championships 2012,"October 20-21, 2012","Austin, Texas, USA",net,Austin Style Footbag Club - Texas Footbag League,4,7
1348929718,2012,4ta Copa Táchira de Footbag,"November 3-4, 2012","Esta en log?stica un Estadio Cubierto del IND. San Cristobal, Estado Tachira, Venezuela",net,Footbag Táchira Venezuela,24,29
1353085933,2012,RNH Contest 2012,"November 24-25, 2012","Gym Thomas Mann (Saturday) & gym Bourneville (Sunday) Paris, France",net,Rien N'est Hacky - RNH Footbag,15,20
1353223688,2012,Finnish Footbag Open,"December 8-9, 2012","Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),38,51
1327693335,2013,Kick Volley 04,"June 15-16, 2013","Parc Beaubien, 9?me ave. et Beaubien Montréal, QC, Canada",net,Association Québécoise de Footbag,11,16
1349043745,2013,15 Years FC Footstar,"January 25-27, 2013","Palisadenstr. 76 / 78 Berlin, Germany",mixed,FC Footstar Berlin e.V.,82,99
1353380057,2013,5ta Copa X-PRO,"February 9-10, 2013","Caracas, Distrito Capital, Venezuela",net,X-PRO,32,39
1354752474,2013,13e Open de France de Footbag,"February 8-10, 2013","Stade de Coubertin Paris, France",mixed,Rien N'est Hacky - RNH Footbag,99,124
1357101984,2013,U.S. OPEN Footbag Net Championships 2013,"June 29-30, 2013","Portland, Oregon, USA",net,NPR,38,53
1357206898,2013,Todexon 14,"April 12-14, 2013","PVA Letnany Praha, Czech Republic",freestyle,Czech Footbag Association,34,45
1357231609,2013,Sixth Annual Windy City Cup Footbag Net Championships,"June 21-23, 2013","Union Park/ Navy Pier Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,20,25
1357234775,2013,2013 Mud Island Belt presented by Memphis Footworks,"April 13-14, 2013","Bartlett Recreational Center Bartlett, Tennessee, USA",net,Memphis Footworks,16,21
1357642226,2013,*Bembel Cup*,"May 18-19, 2013","Frankfurt, Germany",net,SG Frankfurt Footbag e.V.,22,25
1358271250,2013,2013 Green Cup Presented by Chaos,"May 25-27, 2013","Oakland / San Francisco, California, USA",mixed,Chaos Footbag Club,40,53
1358964427,2013,JFK March Mayhem 2013,"March 23, 2013","Keljonkankaan koulu Jyväskylä, Länsi-Suomen Lääni, Finland",net,"Jyväskylän Footbag-klubi, JFK",6,9
1361207019,2013,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 28-August 3, 2013","Cegep du Vieux-Montreal Montréal, Québec, Canada",worlds,Aki Québec,199,236
1361239371,2013,Copa San Sebastián,"March 16-17, 2013","Gimnasio Arminio Guti?rrez San Cristóbal, Táchira, Venezuela",net,Footbag Táchira Venezuela,16,21
1361239920,2013,FOOTCAMP 2013,"April 20-21, 2013","San Cristóbal, Táchira, Venezuela",net,Footbag Táchira Venezuela,21,26
1362598500,2013,Akisphere,"July 19-21, 2013","Montréal, Québec, Canada",net,Aki Québec,34,41
1362657553,2013,15th Annual IFPA European Footbag Championships,"July 5-7, 2013","Russian State University of Physical Education, Sport and Tourism Moscow, Russia",mixed,FlyD,54,65
1362915311,2013,Turku Open Tuanament,"July 13-14, 2013","Turku, Finland",net,Footcraft,15,20
1363551565,2013,4th annual Helsinki Open Footbag Tournament,"May 25-26, 2013","Ruskeasuo Sports Centre Helsinki, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),20,25
1366240051,2013,4ta. Copa Ciencias,"May 4-5, 2013","U.E.N. Francisco Pimentel Caracas, Miranda, Venezuela",net,X-PRO,28,33
1366375326,2013,WSF Stare Babice Footbag Jam 2013,"May 18, 2013","Stare Babice, Warsaw Suburb, Poland",mixed,WSF Warsaw Footbag Association,37,48
1367327351,2013,31 Annual East Coast Footbag Championships,"September 27-29, 2013","Red Brooklyn, New York, USA",mixed,New York Footbag Association,20,31
1368559562,2013,4ta Copa Venezuela,"June 22-23, 2013","Caracas, Distrito Capital, Venezuela",net,X-PRO,39,44
1369141018,2013,Burgas Summer Footbag Jam V,"July 27-28, 2013","Pantheon Burgas, Bulgaria",net,Urban Komba,11,16
1369864929,2013,Paris Net Battle 3,"June 29-30, 2013","Gymnase 4bis Choisy Paris, France",net,Rien N'est Hacky - RNH Footbag,7,10
1370276202,2013,Swiss Footbag Open & Championships,"October 25-27, 2013","Bergi?res Lausanne, Vaud, Switzerland",net,Les Pieds à Gilles,35,42
1371821574,2013,Swiss Jam Zürich,"September 14-15, 2013","Zurich Lake & Haus der Farben Zurich, Switzerland",freestyle,Sole Rebels Zürich,37,46
1374570632,2013,17th Annual Finnish Footbag Open,"September 14-15, 2013","T??l?n Kisahalli / T??l? Sports Hall Helsinki, Finland",freestyle,Suomen Footbag Liitto ry. (Finnish Footbag Association),63,78
1376036018,2013,13th Annual Polish Footbag Championships 2013,"August 31-September 1, 2013","Wroclaw, Poland",mixed,,118,147
1377192359,2013,15th Annual German Footbag Championships & Open,"October 12-13, 2013","Berlin, Germany",mixed,FC Footstar Berlin e.V.,49,66
1378666423,2013,Danish Footbag Open,"November 29-30, 2013","Kulturhuset Indre By Charlotte Ammundsens Plads 3, K?benhavn K Copenhagen, Denmark",freestyle,,57,66
1378821205,2013,Championnat de France de Footbag 2013,"November 30-December 1, 2013","SUAPS de Nantes 3 Bd Guy Mollet Nantes, Loire Atlantique, France",net,Carnabal Footbag,27,32
1378928859,2013,5º Copa Táchira,"October 5-6, 2013","San Cristóbal, Táchira, Venezuela",net,Footbag Táchira Venezuela,19,24
1379414806,2013,Czech Footbag Championships,"November 22-24, 2013","BVV Brno Brno, Czech Republic",freestyle,Czech Footbag Association,17,24
1382778441,2013,Austrian Footbag Championships 2013,"December 20-21, 2013","Vienna, Austria",mixed,Footbag-Vienna,38,55
1383076667,2014,Sweet Six-Teen - Footstar B-Day 2014,"February 1-2, 2014","Berlin, Germany",net,FC Footstar Berlin e.V.,33,38
1386623061,2014,U. S. Open Footbag Championships 2014,"June 28-29, 2014","Willamette Park, West Linn, Oregon, USA",freestyle,Sole Purpose,26,39
1389338303,2014,16th Annual IFPA European Footbag Championships,"July 11-13, 2014","Caribia Arena (& Samppalinna Sports Hall) Turku, Finland",mixed,Footcraft,88,105
1389613723,2014,Swiss Jam Zürich,"March 15-16, 2014","Haus der Farbe Zurich, Switzerland",freestyle,Sole Rebels Zürich,15,22
1389730147,2014,Todexon 15,"April 4-6, 2014","Prague, Czech Republic",mixed,Czech Footbag Association,36,49
1391176125,2014,Mud Island Belt 2014,"April 12-13, 2014","Bartlett Recreational Center Memphis, Tennessee, USA",net,,12,17
1391189882,2014,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 27-August 2, 2014","CENTRE SPORTIF GEORGES CARPENTIER, Mass?na, PARIS Paris, France",worlds,Rien N'est Hacky - RNH Footbag,246,289
1392497284,2014,3rd Czech Footbag Freestyle Meeting,"March 1-2, 2014","Ostrava, Czech Republic",freestyle,Footbag Ostrava,4,7
